,article_id,dates
8462,bd6c819e,"[datetime.date(2018, 1, 4), datetime.date(2018, 1, 12)]"
11738,ffc580db,"[datetime.date(2018, 2, 12)]"
11615,fd87c332,"[datetime.date(2018, 1, 7), datetime.date(2013, 1, 18), datetime.date(2018, 5, 18), datetime.date(2018, 1, 23)]"
5167,7ab6eeac,"[datetime.date(2017, 12, 15), datetime.date(2017, 12, 12)]"
4105,64dcdae9,"[datetime.date(2040, 3, 26), datetime.date(2030, 3, 26), datetime.date(2021, 3, 26), datetime.date(2017, 3, 26), datetime.date(2014, 3, 26)]"
10173,df9225a6,"[datetime.date(2018, 6, 6), datetime.date(2018, 6, 5)]"
4977,76e56fd1,"[datetime.date(2020, 12, 19), datetime.date(2017, 12, 22), datetime.date(2017, 12, 19), datetime.date(2030, 12, 19)]"
10902,eec17fd7,"[datetime.date(2018, 8, 7), datetime.date(2015, 3, 7), datetime.date(2038, 3, 7), datetime.date(2016, 3, 7)]"
5732,85f5d6c1,"[datetime.date(2018, 6, 6)]"
1131,269e3b59,"[datetime.date(2018, 1, 27), datetime.date(2018, 1, 2), datetime.date(2018, 1, 28), datetime.date(2018, 5, 24), datetime.date(2018, 1, 1)]"
520,1ab31b96,"[datetime.date(2020, 12, 21), datetime.date(2017, 1, 21)]"
5839,880c494e,"[datetime.date(2018, 2, 27), datetime.date(2018, 1, 27)]"
7169,a356bd17,"[datetime.date(2018, 5, 4), datetime.date(2019, 5, 4)]"
10582,e872f9bc,"[datetime.date(2016, 3, 20), datetime.date(2018, 3, 30), datetime.date(2060, 3, 20)]"
3290,544f272d,"[datetime.date(2018, 3, 31), datetime.date(2018, 3, 28), datetime.date(2018, 3, 17), datetime.date(2018, 4, 6)]"
2683,46b7ad0b,"[datetime.date(2016, 12, 19), datetime.date(2017, 12, 25), datetime.date(2017, 12, 19)]"
8824,c4a630f9,[]
11477,fadb50f7,"[datetime.date(2048, 12, 31), datetime.date(2040, 12, 31), datetime.date(2017, 12, 12), datetime.date(2016, 6, 30), datetime.date(2035, 12, 31)]"
6206,8f5522a2,"[datetime.date(2018, 1, 27)]"
355,1762ae9d,"[datetime.date(2018, 6, 6)]"
319,16b13f8f,"[datetime.date(2018, 4, 2), datetime.date(2008, 4, 2)]"
8349,bb077ee0,"[datetime.date(2018, 5, 2), datetime.date(2018, 5, 10)]"
7123,a2646d8c,"[datetime.date(2018, 1, 31)]"
5885,890ed562,"[datetime.date(2050, 5, 29), datetime.date(2030, 5, 29), datetime.date(2018, 6, 2), datetime.date(2017, 5, 29), datetime.date(2012, 5, 29)]"
32,10b8bae6,"[datetime.date(2018, 3, 26), datetime.date(2017, 3, 25)]"
10864,ee2f03fa,"[datetime.date(2017, 11, 30), datetime.date(2017, 12, 18), datetime.date(2017, 1, 31), datetime.date(2018, 1, 3), datetime.date(2014, 12, 31)]"
4848,7424045e,"[datetime.date(2017, 3, 12), datetime.date(2017, 12, 13)]"
6722,99dd2b49,[]
6533,9682baa5,"[datetime.date(2018, 4, 2), datetime.date(2018, 4, 9), datetime.date(2015, 4, 26), datetime.date(2016, 4, 26), datetime.date(2018, 4, 16)]"
6093,8d3b86d3,"[datetime.date(2003, 5, 10)]"
4380,6a9288fc,"[datetime.date(2017, 12, 26)]"
8915,c645ddb5,"[datetime.date(2018, 5, 1), datetime.date(2018, 1, 6), datetime.date(2016, 5, 5)]"
8652,c0f4e98d,"[datetime.date(2018, 12, 30), datetime.date(2018, 5, 1), datetime.date(2018, 1, 5)]"
2749,4800771,"[datetime.date(2018, 10, 15), datetime.date(2013, 5, 18), datetime.date(2016, 5, 18), datetime.date(2018, 5, 1), datetime.date(2018, 5, 20)]"
11374,f8c77b97,"[datetime.date(2017, 5, 13), datetime.date(2018, 3, 19)]"
1735,327d33ec,[]
880,217318a0,"[datetime.date(2014, 1, 23), datetime.date(2017, 8, 23), datetime.date(2015, 1, 23), datetime.date(2018, 5, 23), datetime.date(2017, 10, 23)]"
4563,6e3d7c2a,[]
6385,937b28b7,[]
9359,cf1d8868,[]
6938,9e5627b5,"[datetime.date(2025, 1, 18), datetime.date(2018, 3, 18)]"
11704,ff1aa860,"[datetime.date(2018, 3, 11), datetime.date(2017, 10, 11), datetime.date(2017, 6, 30), datetime.date(2018, 11, 11)]"
5276,7cac1be,"[datetime.date(2040, 12, 13), datetime.date(2017, 12, 19)]"
8707,c21aa228,"[datetime.date(2017, 5, 25), datetime.date(2016, 12, 25), datetime.date(2038, 12, 25), datetime.date(2017, 12, 25)]"
8109,b6103a,"[datetime.date(2018, 6, 1)]"
11433,fa1534a3,"[datetime.date(2050, 12, 28), datetime.date(2017, 5, 28), datetime.date(2013, 12, 28), datetime.date(2017, 10, 28), datetime.date(2009, 12, 28)]"
8288,b9e888a,"[datetime.date(2048, 1, 24), datetime.date(2023, 1, 26), datetime.date(2008, 1, 24), datetime.date(2018, 3, 24)]"
7956,b2afb59,[]
2998,4dd47cdb,"[datetime.date(2018, 1, 10), datetime.date(2015, 1, 10), datetime.date(2013, 3, 10)]"
6173,8e9595bd,"[datetime.date(2013, 5, 28)]"
11342,f827fcc0,"[datetime.date(2017, 12, 20), datetime.date(2016, 12, 15), datetime.date(2017, 12, 16)]"
4849,742a2d26,"[datetime.date(2020, 2, 16), datetime.date(2016, 2, 16), datetime.date(2018, 2, 16)]"
7005,9f79611a,"[datetime.date(2000, 12, 4), datetime.date(2017, 12, 18), datetime.date(2006, 12, 4), datetime.date(2017, 12, 12)]"
2723,47a6e9af,"[datetime.date(2013, 12, 11), datetime.date(2017, 11, 11), datetime.date(2017, 12, 12), datetime.date(2040, 12, 11)]"
10712,eb1f1eb7,"[datetime.date(2018, 3, 27)]"
7792,af70c0be,"[datetime.date(2050, 6, 6), datetime.date(2018, 3, 6), datetime.date(2018, 6, 30)]"
8171,b74902a1,"[datetime.date(2018, 1, 10), datetime.date(2018, 6, 11), datetime.date(2016, 3, 10), datetime.date(2018, 6, 10), datetime.date(2016, 6, 10)]"
11305,f7785654,"[datetime.date(2017, 12, 20), datetime.date(2017, 12, 30)]"
306,1669c21c,"[datetime.date(2015, 3, 9), datetime.date(2017, 12, 9), datetime.date(2017, 12, 14), datetime.date(2017, 6, 9)]"
6524,964a7680,[]
7064,a0f42e4,[]
3355,55ffc701,"[datetime.date(2011, 1, 28), datetime.date(2016, 11, 28), datetime.date(2016, 12, 28), datetime.date(2018, 1, 28), datetime.date(2018, 3, 28)]"
9288,cdeb2573,"[datetime.date(2018, 10, 11), datetime.date(2018, 1, 11), datetime.date(2018, 5, 3), datetime.date(2045, 1, 11), datetime.date(2018, 1, 17)]"
9946,db10070f,"[datetime.date(2015, 12, 1), datetime.date(2016, 12, 1), datetime.date(2018, 1, 18), datetime.date(2017, 12, 1), datetime.date(2017, 8, 1)]"
4654,7047b3e,"[datetime.date(2018, 1, 23), datetime.date(2018, 1, 29)]"
731,1edc2823,"[datetime.date(2016, 1, 12), datetime.date(2018, 1, 17), datetime.date(2018, 1, 12)]"
7336,a6b1ab08,"[datetime.date(2018, 6, 22), datetime.date(2045, 2, 22), datetime.date(2014, 2, 22), datetime.date(2039, 2, 22), datetime.date(2018, 2, 22)]"
6743,9a4ebfb2,"[datetime.date(2018, 2, 20), datetime.date(2018, 9, 15), datetime.date(2018, 3, 20)]"
4698,71184cc0,"[datetime.date(2018, 3, 11), datetime.date(2018, 2, 11), datetime.date(2056, 2, 11)]"
7859,b0c6e534,"[datetime.date(2018, 2, 2), datetime.date(2018, 2, 5), datetime.date(2017, 2, 2)]"
2748,47fc004f,[]
11081,f2a539,"[datetime.date(2017, 12, 18), datetime.date(2022, 12, 20), datetime.date(2017, 12, 6), datetime.date(2017, 12, 25), datetime.date(2017, 12, 20)]"
130,130d3c0f,[]
8998,c7cc9e07,"[datetime.date(2017, 1, 24), datetime.date(2004, 1, 24), datetime.date(2018, 1, 30), datetime.date(2018, 1, 18), datetime.date(2018, 11, 24)]"
172,1401f4a1,"[datetime.date(2017, 12, 1)]"
145,137b8a73,"[datetime.date(2018, 5, 16)]"
4894,7532a4c4,"[datetime.date(2018, 2, 12)]"
942,22afafb,"[datetime.date(2018, 4, 3), datetime.date(2018, 1, 3), datetime.date(2047, 1, 3), datetime.date(2018, 12, 3), datetime.date(2023, 1, 3)]"
1649,30bc6ca4,"[datetime.date(2018, 2, 13)]"
70,11b80c13,"[datetime.date(2045, 1, 4), datetime.date(2018, 1, 4)]"
5511,8146da7e,"[datetime.date(2018, 5, 30), datetime.date(2018, 5, 1), datetime.date(2018, 5, 21)]"
6882,9d27e33c,"[datetime.date(2009, 11, 7), datetime.date(2017, 6, 6), datetime.date(2018, 5, 23), datetime.date(2019, 6, 6), datetime.date(2053, 6, 6)]"
744,1f0c1899,"[datetime.date(2018, 5, 17), datetime.date(2018, 1, 17)]"
4498,6cf4cbd3,"[datetime.date(2019, 12, 15)]"
11712,ff340a29,"[datetime.date(2017, 12, 3), datetime.date(2017, 12, 13), datetime.date(2017, 12, 14)]"
5662,845e1d7c,"[datetime.date(2034, 12, 23), datetime.date(2017, 3, 23), datetime.date(2017, 12, 25), datetime.date(2017, 12, 16)]"
3121,50c987b9,"[datetime.date(2017, 6, 27), datetime.date(2015, 12, 27), datetime.date(2018, 1, 2), datetime.date(2017, 4, 27), datetime.date(2018, 6, 27)]"
1922,368425d9,"[datetime.date(2017, 12, 8), datetime.date(2017, 12, 13)]"
11117,f3551cfe,"[datetime.date(2016, 6, 1)]"
11493,fb17244c,"[datetime.date(2018, 5, 30), datetime.date(2016, 5, 30), datetime.date(2008, 5, 30), datetime.date(2018, 5, 2), datetime.date(2018, 3, 30)]"
6979,9f0dbebe,[]
10160,df57a354,"[datetime.date(2016, 10, 20), datetime.date(2017, 12, 30), datetime.date(2017, 9, 20), datetime.date(2017, 5, 20), datetime.date(2017, 2, 20)]"
2041,392e5719,"[datetime.date(2030, 3, 9), datetime.date(2015, 3, 9), datetime.date(2018, 3, 9), datetime.date(2018, 3, 15), datetime.date(2013, 3, 9)]"
236,154a504,"[datetime.date(2018, 3, 11)]"
10228,e0e55022,"[datetime.date(2015, 4, 2), datetime.date(2014, 4, 2), datetime.date(2018, 12, 2)]"
4428,6bb562ec,"[datetime.date(2018, 3, 19), datetime.date(2060, 3, 19), datetime.date(2050, 3, 19)]"
8711,c23950d6,"[datetime.date(2020, 3, 20), datetime.date(2018, 3, 21), datetime.date(2015, 7, 7)]"
8609,c034debf,"[datetime.date(2018, 2, 2)]"
3238,534fdd87,"[datetime.date(2017, 11, 7)]"
8616,c03e61c2,"[datetime.date(2017, 5, 1), datetime.date(2018, 5, 1)]"
10350,e3c6f056,"[datetime.date(2017, 3, 26)]"
7955,b2afb11,"[datetime.date(2016, 12, 12), datetime.date(2017, 12, 12)]"
5202,7b60e6d9,"[datetime.date(2018, 3, 3), datetime.date(2018, 4, 3)]"
3604,5b3ce827,"[datetime.date(2016, 10, 7), datetime.date(2017, 3, 7), datetime.date(2018, 2, 12), datetime.date(2018, 1, 27)]"
8486,bdfe3c72,"[datetime.date(2018, 4, 5), datetime.date(2018, 1, 5)]"
10775,ec29d99d,"[datetime.date(2022, 3, 29), datetime.date(2018, 4, 4)]"
8427,bcb848c2,"[datetime.date(2017, 12, 22)]"
6325,92182199,"[datetime.date(2016, 9, 22)]"
7841,b06cbe1e,"[datetime.date(2002, 3, 21), datetime.date(2018, 3, 21), datetime.date(2003, 3, 21), datetime.date(2018, 12, 21), datetime.date(2018, 3, 26)]"
7316,a6593344,"[datetime.date(2017, 12, 24), datetime.date(2017, 5, 24), datetime.date(2030, 12, 24), datetime.date(2017, 7, 24), datetime.date(2017, 3, 24)]"
1012,242333d7,"[datetime.date(2018, 5, 28), datetime.date(2018, 2, 5), datetime.date(2017, 2, 28), datetime.date(2016, 1, 28), datetime.date(2015, 3, 28)]"
4893,7523414c,[]
3586,5ad34cae,"[datetime.date(2017, 12, 12), datetime.date(2018, 12, 12), datetime.date(2017, 9, 12), datetime.date(2017, 12, 5)]"
1577,2f241429,"[datetime.date(2018, 5, 30), datetime.date(2018, 5, 23), datetime.date(2060, 5, 23), datetime.date(2005, 11, 23), datetime.date(2014, 7, 23)]"
10284,e26a0f1a,"[datetime.date(2011, 3, 15)]"
9722,d67df705,"[datetime.date(2017, 12, 12), datetime.date(2017, 3, 4), datetime.date(2003, 12, 4), datetime.date(2017, 12, 19), datetime.date(2017, 12, 4)]"
4900,754a181b,"[datetime.date(2010, 5, 27), datetime.date(2005, 5, 27), datetime.date(2018, 5, 28), datetime.date(2018, 5, 12), datetime.date(2018, 5, 23)]"
10197,e00e8675,"[datetime.date(2014, 12, 13), datetime.date(2017, 5, 13), datetime.date(2017, 4, 13), datetime.date(2016, 12, 13), datetime.date(2017, 12, 12)]"
3225,5317147a,"[datetime.date(2018, 1, 16), datetime.date(2019, 1, 16), datetime.date(2017, 12, 16), datetime.date(2017, 5, 16), datetime.date(2016, 6, 16)]"
9291,cdef76b5,"[datetime.date(2018, 5, 16)]"
1312,2a0a8fac,"[datetime.date(2017, 12, 28), datetime.date(2019, 12, 28), datetime.date(2017, 3, 28), datetime.date(2018, 12, 28)]"
11093,f2e64ae1,"[datetime.date(2018, 5, 13), datetime.date(2017, 9, 13), datetime.date(2022, 4, 20), datetime.date(2015, 12, 13), datetime.date(2013, 9, 13)]"
10925,ef30e4c,"[datetime.date(2018, 3, 5), datetime.date(2022, 2, 27), datetime.date(2018, 12, 27), datetime.date(2018, 2, 27), datetime.date(2018, 2, 28)]"
3881,60241456,[]
10138,decab47a,"[datetime.date(2018, 2, 23), datetime.date(2018, 11, 23)]"
9753,d708e164,[]
1792,33c275c9,"[datetime.date(2017, 12, 13), datetime.date(2018, 1, 6), datetime.date(2018, 1, 5)]"
10471,e65a3414,"[datetime.date(2023, 12, 13), datetime.date(2016, 12, 13), datetime.date(2015, 12, 13), datetime.date(2017, 12, 14), datetime.date(2017, 12, 13)]"
10665,e9e263a1,"[datetime.date(2018, 1, 20), datetime.date(2050, 1, 30)]"
1258,28f33fcd,"[datetime.date(2013, 1, 22), datetime.date(2018, 5, 22), datetime.date(2018, 1, 27), datetime.date(2018, 1, 2), datetime.date(2000, 1, 22)]"
5970,8aeb385a,[]
165,13d8a207,"[datetime.date(2017, 12, 13), datetime.date(2017, 12, 19)]"
1537,2e4698ff,"[datetime.date(2018, 12, 14)]"
7427,a862ac7a,"[datetime.date(2010, 1, 30), datetime.date(2017, 1, 30), datetime.date(2018, 1, 3), datetime.date(2018, 1, 2), datetime.date(2040, 1, 30)]"
3822,5f3ba890,"[datetime.date(2023, 12, 15), datetime.date(2017, 12, 15), datetime.date(2015, 12, 15)]"
9324,ce88b09e,"[datetime.date(2017, 12, 20), datetime.date(2017, 12, 22), datetime.date(2017, 12, 19), datetime.date(2017, 12, 8)]"
7805,afa0cd8f,[]
2904,4b921691,"[datetime.date(2018, 4, 26), datetime.date(2018, 4, 13), datetime.date(2018, 3, 6), datetime.date(2018, 3, 22), datetime.date(2018, 3, 2)]"
11140,f3cad282,[]
6258,9086911,"[datetime.date(2018, 5, 17)]"
5372,7e7de0f7,"[datetime.date(2018, 2, 28), datetime.date(2018, 5, 28), datetime.date(2018, 3, 1)]"
9302,ce349e1c,"[datetime.date(2007, 6, 1), datetime.date(2018, 6, 8), datetime.date(2018, 6, 7)]"
2415,40da5461,"[datetime.date(2008, 4, 10)]"
6298,917f89fc,"[datetime.date(2018, 2, 15), datetime.date(2018, 2, 14), datetime.date(2018, 5, 14), datetime.date(2012, 2, 14), datetime.date(2002, 2, 14)]"
9862,d982fcec,"[datetime.date(2018, 5, 14), datetime.date(2018, 2, 14)]"
7673,ad3b7164,"[datetime.date(2017, 12, 8), datetime.date(2017, 12, 19), datetime.date(2017, 5, 21), datetime.date(2017, 12, 20), datetime.date(2017, 12, 1)]"
323,16b62d92,"[datetime.date(2017, 3, 11), datetime.date(2020, 12, 11), datetime.date(2017, 12, 14), datetime.date(2040, 12, 11)]"
9761,d73d2d05,"[datetime.date(2050, 6, 7), datetime.date(2017, 6, 7), datetime.date(2018, 6, 19), datetime.date(2021, 6, 7), datetime.date(2030, 6, 7)]"
3730,5d924608,"[datetime.date(2017, 12, 2), datetime.date(2017, 12, 14)]"
2794,49029c42,[]
1970,377f2559,"[datetime.date(2039, 2, 19), datetime.date(2018, 2, 8), datetime.date(2016, 2, 19), datetime.date(2018, 2, 19), datetime.date(2015, 2, 19)]"
4179,66704af9,"[datetime.date(2018, 2, 21), datetime.date(2017, 2, 16)]"
5809,874fab3d,"[datetime.date(2015, 5, 12), datetime.date(2018, 5, 12), datetime.date(2018, 5, 3), datetime.date(2012, 5, 12), datetime.date(2018, 5, 13)]"
5755,8650ca73,"[datetime.date(2018, 5, 28)]"
8436,bcdfce4a,"[datetime.date(2018, 5, 29), datetime.date(2018, 12, 29), datetime.date(2058, 1, 29), datetime.date(2018, 1, 29)]"
3673,5c8b870c,[]
3254,53b015ee,"[datetime.date(2018, 1, 25), datetime.date(2018, 1, 19)]"
9523,d26e0842,"[datetime.date(2018, 8, 17), datetime.date(2015, 5, 17), datetime.date(2018, 5, 17), datetime.date(2020, 5, 17)]"
656,1d5d5f86,"[datetime.date(2017, 12, 7), datetime.date(2017, 1, 7), datetime.date(2025, 12, 7)]"
7928,b22c10e2,"[datetime.date(2030, 2, 14)]"
1697,31a8d547,[]
9675,d58c6258,"[datetime.date(2015, 4, 18), datetime.date(2017, 12, 18), datetime.date(2016, 12, 18)]"
7148,a2e4a696,"[datetime.date(2016, 10, 20), datetime.date(2012, 9, 20), datetime.date(2017, 12, 25)]"
10311,e30e99e3,"[datetime.date(2017, 7, 27), datetime.date(2017, 12, 12), datetime.date(2018, 1, 2), datetime.date(2017, 12, 6), datetime.date(2016, 12, 27)]"
8919,c65d2d7a,"[datetime.date(2018, 5, 5), datetime.date(2015, 5, 11), datetime.date(2018, 5, 11), datetime.date(2008, 5, 12), datetime.date(2004, 5, 11)]"
6185,8ec24dfc,[]
753,1f2a5a88,"[datetime.date(2017, 12, 20)]"
74,11ca5e8f,"[datetime.date(2017, 12, 3), datetime.date(2040, 12, 19)]"
1655,30c960ed,"[datetime.date(2034, 1, 14)]"
1578,2f2c8f8,[]
3394,56c2eb4,"[datetime.date(2020, 2, 6), datetime.date(2018, 1, 6), datetime.date(2018, 2, 6)]"
6033,8c240efa,"[datetime.date(2023, 12, 15), datetime.date(2017, 12, 15), datetime.date(2015, 12, 15)]"
6673,98f44f25,"[datetime.date(2018, 5, 30), datetime.date(2017, 3, 24), datetime.date(2053, 5, 24), datetime.date(2018, 2, 3)]"
5648,840de99f,[]
4445,6c03145a,[]
7188,a3d6b94a,"[datetime.date(2014, 12, 22), datetime.date(2017, 12, 18), datetime.date(2017, 4, 28), datetime.date(2017, 2, 22), datetime.date(2017, 10, 22)]"
1481,2d23370d,"[datetime.date(2018, 3, 17), datetime.date(2018, 5, 21)]"
10202,e043dd3d,"[datetime.date(2018, 2, 8), datetime.date(2018, 3, 8), datetime.date(2018, 1, 8), datetime.date(2018, 2, 9)]"
6509,96081911,"[datetime.date(2017, 1, 22)]"
2878,4b090e3d,[]
10388,e469b5f3,"[datetime.date(2018, 2, 15)]"
105,126c81fd,"[datetime.date(2018, 1, 28)]"
3177,5214621e,"[datetime.date(2014, 12, 2)]"
1177,27805f4c,"[datetime.date(2017, 3, 11), datetime.date(2020, 12, 11), datetime.date(2022, 12, 11), datetime.date(2017, 12, 16)]"
9934,daebd28c,"[datetime.date(2017, 5, 15), datetime.date(2015, 8, 19), datetime.date(2017, 11, 15), datetime.date(2017, 12, 15), datetime.date(2017, 12, 4)]"
2978,4d6e085,"[datetime.date(2017, 3, 2)]"
972,235c04f3,"[datetime.date(2018, 1, 18), datetime.date(2018, 2, 21)]"
9201,cc291657,[]
2365,3fcf6c69,"[datetime.date(2018, 4, 12), datetime.date(2018, 4, 1)]"
11698,ff105cce,"[datetime.date(2018, 3, 10), datetime.date(2018, 3, 16), datetime.date(2018, 3, 4), datetime.date(2018, 3, 7), datetime.date(2018, 4, 16)]"
11235,f5c9495f,"[datetime.date(2017, 11, 18), datetime.date(2018, 3, 1), datetime.date(2021, 3, 18), datetime.date(2018, 3, 21), datetime.date(2018, 3, 2)]"
4843,740bbac5,[]
9404,d00fc9cd,"[datetime.date(2018, 3, 19), datetime.date(2018, 5, 14)]"
3735,5daa643d,"[datetime.date(2018, 5, 30), datetime.date(2015, 3, 25), datetime.date(2018, 1, 25), datetime.date(2018, 5, 3), datetime.date(2018, 5, 25)]"
3,1017b295,[]
2402,40a2ef41,"[datetime.date(2033, 4, 4), datetime.date(2018, 4, 7), datetime.date(2018, 4, 10), datetime.date(2043, 4, 4), datetime.date(2045, 4, 4)]"
8456,bd56c6cc,"[datetime.date(2028, 1, 26), datetime.date(2018, 1, 5)]"
1423,2c0fac64,"[datetime.date(2018, 3, 8), datetime.date(2018, 3, 12)]"
8790,c3c8718c,"[datetime.date(2018, 6, 6), datetime.date(2018, 6, 5)]"
11448,fa5c5e9a,"[datetime.date(2009, 2, 21), datetime.date(2017, 2, 21)]"
9637,d4b97e58,"[datetime.date(2016, 1, 3), datetime.date(2018, 1, 7), datetime.date(2018, 3, 3), datetime.date(2013, 1, 3)]"
7296,a5ddbf88,"[datetime.date(2018, 12, 10), datetime.date(2018, 2, 13)]"
10073,dd5abc9a,"[datetime.date(2009, 11, 7), datetime.date(2016, 6, 2), datetime.date(2053, 6, 2), datetime.date(2018, 6, 7), datetime.date(2015, 6, 2)]"
9717,d66d86fa,"[datetime.date(2026, 1, 22)]"
7243,a4cc0eff,"[datetime.date(2016, 1, 26), datetime.date(2018, 10, 26), datetime.date(2019, 1, 26), datetime.date(2018, 1, 26), datetime.date(2018, 1, 18)]"
1766,331aed14,"[datetime.date(2018, 1, 11), datetime.date(2067, 1, 8), datetime.date(2018, 10, 8), datetime.date(2018, 1, 8), datetime.date(2022, 1, 8)]"
8677,c1870a06,"[datetime.date(2017, 12, 27)]"
11525,fbac5d8b,"[datetime.date(2050, 12, 14), datetime.date(2017, 5, 14), datetime.date(2017, 12, 14)]"
3786,5eba5427,"[datetime.date(2018, 3, 30)]"
280,15fd8725,"[datetime.date(2018, 3, 15), datetime.date(2018, 3, 21), datetime.date(2018, 3, 27), datetime.date(2050, 3, 21)]"
5026,77e6099d,"[datetime.date(2017, 5, 15), datetime.date(2018, 4, 23), datetime.date(2018, 4, 25), datetime.date(2018, 4, 24), datetime.date(2018, 4, 30)]"
5537,81c389e4,"[datetime.date(2018, 1, 2), datetime.date(2020, 1, 2), datetime.date(2018, 1, 5)]"
3971,6229c58e,"[datetime.date(2018, 1, 16), datetime.date(2018, 12, 16), datetime.date(2018, 1, 17)]"
1411,2be2bd7e,"[datetime.date(2018, 2, 2), datetime.date(2018, 1, 31)]"
1535,2e3b843f,"[datetime.date(2016, 12, 17), datetime.date(2017, 10, 17), datetime.date(2017, 5, 17), datetime.date(2017, 12, 4), datetime.date(2017, 2, 3)]"
10046,dcdf0955,"[datetime.date(2058, 5, 16), datetime.date(2015, 5, 16), datetime.date(2018, 5, 16)]"
8048,b44e464b,"[datetime.date(2018, 3, 7)]"
9442,d0e5dbe6,"[datetime.date(2017, 12, 14)]"
4588,6ee4c6ba,"[datetime.date(2030, 1, 15), datetime.date(2018, 1, 7), datetime.date(2018, 5, 15), datetime.date(2018, 1, 17), datetime.date(2003, 1, 15)]"
1377,2b6f0635,"[datetime.date(2017, 5, 8)]"
2401,409e6440,"[datetime.date(2018, 5, 30), datetime.date(2014, 3, 15), datetime.date(2018, 1, 30), datetime.date(2018, 1, 5), datetime.date(2018, 4, 30)]"
11114,f33cd0e,"[datetime.date(2017, 11, 12), datetime.date(2017, 12, 11)]"
1878,35822478,"[datetime.date(2016, 6, 5), datetime.date(2009, 6, 5), datetime.date(2018, 6, 2)]"
10913,eefd77e0,"[datetime.date(2017, 12, 11)]"
5704,856b6a56,"[datetime.date(2018, 3, 1)]"
5641,83d0e1c9,"[datetime.date(2017, 12, 15), datetime.date(2017, 2, 6)]"
5854,8872b729,"[datetime.date(2025, 12, 14), datetime.date(2017, 1, 14), datetime.date(2017, 12, 19), datetime.date(2020, 12, 14), datetime.date(2017, 12, 13)]"
2887,4b3777d0,"[datetime.date(2010, 12, 8), datetime.date(2017, 12, 8), datetime.date(2055, 12, 8), datetime.date(2016, 2, 8), datetime.date(2017, 12, 11)]"
179,14210ce4,"[datetime.date(2018, 1, 22), datetime.date(2019, 1, 22)]"
3659,5c4fb908,[]
261,15b80ecb,"[datetime.date(2019, 3, 23)]"
5580,8287b94d,"[datetime.date(2018, 2, 3)]"
2737,47d3ad77,"[datetime.date(2017, 5, 22)]"
10181,dfd12d4,"[datetime.date(2017, 5, 27), datetime.date(2011, 5, 27), datetime.date(2018, 5, 28), datetime.date(2018, 5, 6), datetime.date(2018, 5, 30)]"
8727,c29a97c9,"[datetime.date(2018, 12, 28), datetime.date(2015, 3, 28), datetime.date(2018, 3, 30), datetime.date(2032, 3, 28), datetime.date(2016, 12, 28)]"
